Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.760868807581314,-4.001118918267507
1096666666.6666667,-18.059239051596926,-4.132085510389528
1193333333.3333333,-19.13442109302908,-4.133565988228304
1290000000.0,-20.350133008079162,-4.199441904796927
1386666666.6666667,-21.41968585035798,-4.158605235193737
1483333333.3333335,-21.586875530713275,-4.14175509097881
1580000000.0,-21.63373794139462,-4.071776705628487
1676666666.6666667,-20.35322366039448,-3.9680075394859142
1773333333.3333335,-19.25423044139307,-3.882781367259574
1870000000.0,-17.806668676844374,-3.706058218265571
1966666666.6666667,-16.45923922196231,-3.6181262558099463
2063333333.3333335,-15.346226588119267,-3.4024518503291272
2160000000.0,-14.156632618168764,-3.3238677813840667
2256666666.666667,-13.356352492703934,-3.119487871077094
2353333333.3333335,-12.45441174333941,-3.0631236105606936
2450000000.0,-11.906601164326712,-2.9246333444398696
2546666666.666667,-11.340652996244566,-2.901716991390879
2643333333.3333335,-11.01619911313244,-2.8692052706910784
2740000000.0,-10.793330387726272,-2.8828950252632652
2836666666.666667,-10.683367892478486,-2.9645481280480306
2933333333.3333335,-10.777600109515932,-3.006338682422118
3030000000.0,-10.884139783108559,-3.1746396675419355
3126666666.666667,-11.251772151161155,-3.2292609696722763
3223333333.3333335,-11.592862222738006,-3.433126730695057
3320000000.0,-12.197970186412652,-3.4871792809915263
3416666666.666667,-12.82323176832374,-3.670656100924636
3513333333.3333335,-13.669911053072891,-3.716586311993307
3610000000.0,-14.689554888742533,-3.834275905891413
3706666666.666667,-15.873696575682457,-3.867865282432576
3803333333.3333335,-17.543181776404616,-3.8940039626936898
3900000000.0,-19.408350839201365,-3.9098675846070785
3996666666.666667,-22.51411977112339,-3.8417549219926195
4093333333.3333335,-26.59427198475759,-3.8319436680142904
4190000000.0,-35.421758501290846,-3.688929348253944
4286666666.666667,-31.481548081093052,-3.6465161523818863
4383333333.333334,-24.04454420787278,-3.4658659989234613
4480000000.0,-20.214426668968347,-3.3921895560995354
4576666666.666667,-17.399812670874976,-3.2221155507255017
4673333333.333334,-15.29816692149996,-3.1331265449765926
4770000000.0,-13.730933072890494,-3.022259562873661
4866666666.666667,-12.381138447668985,-2.947330447599827
4963333333.333334,-11.460796044312838,-2.9295975984189075
5060000000.0,-10.629033031094771,-2.8992563519875416
5156666666.666667,-10.149366627327154,-2.978088114278809
5253333333.333334,-9.747852232123137,-3.007374089185046
5350000000.0,-9.605240972593732,-3.1507188708427387
5446666666.666667,-9.581597832920139,-3.2317044985072836
5543333333.333334,-9.717764776046806,-3.385403064396198
5640000000.0,-10.041648267248686,-3.492675273671523
5736666666.666667,-10.44644191931405,-3.6032009845424655
5833333333.333334,-11.13014673849673,-3.7033746989378926
5930000000.0,-11.86880733967711,-3.735125646291534
6026666666.666667,-13.014351839478106,-3.793906371663577
6123333333.333334,-14.287991236983475,-3.7360214926678657
6220000000.0,-16.183704457082282,-3.7252739733340268
6316666666.666667,-18.34565729412998,-3.592341707170528
6413333333.333334,-20.838124330067686,-3.5026804924026194
6510000000.0,-20.666896175703513,-3.337238310932083
6606666666.666667,-17.93724592978033,-3.199080796537028
6703333333.333334,-14.5405139413786,-3.0806989641509137
6800000000.0,-11.933879150140378,-2.986368986472283
6896666666.666667,-9.739558477696272,-3.033079742842419
6993333333.333334,-8.129765537853727,-3.1222895570634974
7090000000.0,-6.889598118856155,-3.436343121665351
7186666666.666667,-6.023482355713953,-3.801261889917461
7283333333.333334,-5.48041973010737,-4.36711090671823
7380000000.0,-5.137027595490532,-4.968209085243056
7476666666.666667,-5.043657467229571,-5.653031305956137
7573333333.333334,-5.018420313065853,-6.37528904573308
7670000000.0,-5.168971988957123,-7.042271181372804
7766666666.666667,-5.323818456788313,-7.784156203333371
7863333333.333334,-5.586972788842873,-8.359255579186343
7960000000.0,-5.85021490322703,-9.051404675396032
8056666666.666667,-6.153815564432852,-9.51906166792443
8153333333.333334,-6.490480596737024,-10.110714229234908
8250000000.0,-6.797909309738076,-10.48865751993006
8346666666.666667,-7.183297240787569,-10.940106601230749
8443333333.333334,-7.4771609462343624,-11.255554170444977
8540000000.0,-7.878495058855145,-11.540972745682403
8636666666.666668,-8.148634100914434,-11.812190210520283
8733333333.333334,-8.512254974947881,-11.92622261368999
8830000000.0,-8.742053499798944,-12.151467946678547
8926666666.666668,-8.987920049855123,-12.112739351341872
9023333333.333334,-9.137660881006472,-12.268651039848347
9120000000.0,-9.17277904231504,-12.116650165052995
9216666666.666668,-9.172224099300873,-12.166929757092657
9313333333.333334,-8.935598788036367,-11.951633030166455
9410000000.0,-8.712210389181859,-11.863533850196184
9506666666.666668,-8.225610613397674,-11.631273089739931
9603333333.333334,-7.761784166813711,-11.395275731101712
9700000000.0,-7.121511415180341,-11.177195803114744
9796666666.666668,-6.476137366916147,-10.823161253989086
9893333333.333334,-5.789760838418019,-10.63276987448275
9990000000.0,-5.063391945034894,-10.236900962515511
10086666666.666668,-4.407478722440373,-10.080227005572945
10183333333.333334,-3.6998138363935835,-9.75748512735442
10280000000.0,-3.1187380848400625,-9.651842223252684
10376666666.666668,-2.507161501176096,-9.531132273756596
10473333333.333334,-2.026425546951115,-9.522114841255128
10570000000.0,-1.5636793697116649,-9.707405284190168
10666666666.666668,-1.2056048218693558,-9.872031933149271
10763333333.333334,-0.9289000982157154,-10.399764545742665
10860000000.0,-0.7217699795096417,-10.82674622433727
10956666666.666668,-0.6517559154365677,-11.635308338624492
11053333333.333334,-0.6147535622398297,-12.386772729648738
