Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.543652686624657,-4.385766179652829
1096666666.6666667,-17.81377453444222,-4.401427520865157
1193333333.3333333,-19.17166255462288,-4.561115369801497
1290000000.0,-20.735841871013637,-4.505226196751536
1386666666.6666667,-21.919898639651105,-4.621280767137347
1483333333.3333335,-23.17287850326164,-4.495048705761471
1580000000.0,-22.544907620987132,-4.558653078903106
1676666666.6666667,-22.11943230436551,-4.370743100632758
1773333333.3333335,-20.012115772743662,-4.3801993661455345
1870000000.0,-18.895075223710588,-4.146156963941423
1966666666.6666667,-16.97749682245751,-4.108634161883661
2063333333.3333335,-15.95907713890574,-3.8513091252270835
2160000000.0,-14.468171486011496,-3.7847837545309737
2256666666.666667,-13.673465946396117,-3.53463260859575
2353333333.3333335,-12.546181301426598,-3.468360582266285
2450000000.0,-11.991720186739663,-3.261372827063168
2546666666.666667,-11.180054814359494,-3.2310270869163804
2643333333.3333335,-10.878157601096294,-3.100866404293111
2740000000.0,-10.358209267589537,-3.136760159568317
2836666666.666667,-10.316939950235513,-3.1018571701635924
2933333333.3333335,-10.067355288647995,-3.2148027221012825
3030000000.0,-10.280263955071185,-3.2687189199131543
3126666666.666667,-10.271175824385718,-3.444509276828944
3223333333.3333335,-10.719281856505427,-3.558955110262205
3320000000.0,-10.91799468820196,-3.7663815728414862
3416666666.666667,-11.584015780738232,-3.9043882833371795
3513333333.3333335,-11.968674005303049,-4.108666415085184
3610000000.0,-12.853852863450069,-4.237123352870606
3706666666.666667,-13.42444409701372,-4.409228936470861
3803333333.3333335,-14.562857902140953,-4.504525179488598
3900000000.0,-15.345362664533367,-4.624282515715316
3996666666.666667,-16.81367361033352,-4.672478798064182
4093333333.3333335,-17.835353202476036,-4.728281838126635
4190000000.0,-19.70014131068569,-4.723343670549012
4286666666.666667,-20.755478868075926,-4.711111614181048
4383333333.333334,-22.45147439061217,-4.653283141952643
4480000000.0,-22.171474055706526,-4.576018841424381
4576666666.666667,-21.719253187562458,-4.471542060437354
4673333333.333334,-19.835384746347707,-4.339571259964858
4770000000.0,-18.33967834243683,-4.201341048185161
4866666666.666667,-16.595633096828443,-4.0330781862131095
4963333333.333334,-15.293949410876973,-3.881774109630372
5060000000.0,-13.983309601656737,-3.703718288159439
5156666666.666667,-13.025632510375464,-3.567386213761823
5253333333.333334,-12.09508156550017,-3.4112462745315857
5350000000.0,-11.468311926381055,-3.320678997001649
5446666666.666667,-10.873839909357141,-3.215734263570671
5543333333.333334,-10.564679836892841,-3.1947346491518047
5640000000.0,-10.281369126342232,-3.156707546766846
5736666666.666667,-10.281006097876082,-3.2115731042550877
5833333333.333334,-10.288257017141708,-3.235283029662323
5930000000.0,-10.589579842094587,-3.351707126550183
6026666666.666667,-10.870923744136217,-3.414027267494777
6123333333.333334,-11.479935457937827,-3.564279008470492
6220000000.0,-12.038832154805375,-3.6349195157672725
6316666666.666667,-13.001697488538673,-3.788872856894767
6413333333.333334,-13.892077667521646,-3.84092175727526
6510000000.0,-15.350737393378914,-3.973960068003752
6606666666.666667,-16.747992253593512,-3.9892905934534877
6703333333.333334,-19.11173604984055,-4.085395577655319
6800000000.0,-21.58161478347087,-4.0557858865314325
6896666666.666667,-26.3679853029415,-4.10783830166676
6993333333.333334,-31.405124900312952,-4.034169963492779
7090000000.0,-28.7814919596101,-4.043540103806931
7186666666.666667,-23.88107907747397,-3.9345650135205052
7283333333.333334,-19.864616131584956,-3.910526665010359
7380000000.0,-17.603892950768586,-3.781529595355696
7476666666.666667,-15.439199809358508,-3.740002536956257
7573333333.333334,-14.122313231704418,-3.610466911773042
7670000000.0,-12.768436011170671,-3.5709601664942285
7766666666.666667,-11.970528813846677,-3.4603382808288288
7863333333.333334,-11.120232808241637,-3.4404299123386775
7960000000.0,-10.696983430079259,-3.362143351242417
8056666666.666667,-10.225945537239841,-3.371065315179532
8153333333.333334,-10.107830491059664,-3.327438999847457
8250000000.0,-9.945609039152759,-3.362384004713588
8346666666.666667,-10.0744768363959,-3.3441096398238463
8443333333.333334,-10.154500574530703,-3.392330728305579
8540000000.0,-10.44100719955117,-3.3836181636013345
8636666666.666668,-10.65324961734448,-3.4295090527017025
8733333333.333334,-10.914025972846781,-3.4163203271897506
8830000000.0,-11.037741017508544,-3.450087024078878
8926666666.666668,-10.961839513379296,-3.4282072596868756
9023333333.333334,-10.711063204997046,-3.453394346847048
9120000000.0,-10.107530092392171,-3.4344398697726537
9216666666.666668,-9.463367491836067,-3.4725542216578207
9313333333.333334,-8.561878854220748,-3.485784168550726
9410000000.0,-7.81730309185031,-3.574302897200719
