Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.39645541580712,-4.338112234741301
1096666666.6666667,-17.29939749080017,-4.3433260075146585
1193333333.3333333,-18.61908934894865,-4.491700358318424
1290000000.0,-19.58325989409955,-4.457584800250823
1386666666.6666667,-20.797711263424073,-4.52075424105387
1483333333.3333335,-21.26447055453177,-4.452086295517254
1580000000.0,-21.471406121075333,-4.42231737520275
1676666666.6666667,-20.686169911438963,-4.324934184092991
1773333333.3333335,-19.68751698391167,-4.208781965401148
1870000000.0,-18.301648909535647,-4.090370857466288
1966666666.6666667,-17.035137827168608,-3.908743896296164
2063333333.3333335,-15.746220195787634,-3.781831079044693
2160000000.0,-14.634526857788345,-3.5693670558405093
2256666666.666667,-13.601252339196181,-3.4547048904414757
2353333333.3333335,-12.732622393994081,-3.2565134449690207
2450000000.0,-11.971282945863805,-3.1824407392260783
2546666666.666667,-11.370290174886566,-3.045323842917103
2643333333.3333335,-10.880625306484788,-3.0391703755279402
2740000000.0,-10.558012028456652,-2.9962756818420955
2836666666.666667,-10.332293981752649,-3.0698177136700626
2933333333.3333335,-10.280684419089969,-3.1263402032540997
3030000000.0,-10.297730005341258,-3.2667147958971836
3126666666.666667,-10.490955857898497,-3.3988518858470718
3223333333.3333335,-10.722138309056868,-3.5741598429556296
3320000000.0,-11.128916585777517,-3.7424619448815304
3416666666.666667,-11.554011176333155,-3.916033569764508
3513333333.3333335,-12.15663142082219,-4.081123939428844
3610000000.0,-12.77882247817423,-4.222584067433645
3706666666.666667,-13.589017883985331,-4.353980439167424
3803333333.3333335,-14.447174092767254,-4.44296464232841
3900000000.0,-15.521756256795742,-4.520900277261401
3996666666.666667,-16.70347443316609,-4.546453948875325
4093333333.3333335,-18.15564356130595,-4.560833401448873
4190000000.0,-19.768028364025916,-4.519829489401444
4286666666.666667,-21.600284878640778,-4.469133103610773
4383333333.333334,-23.07893516676231,-4.36569625416063
4480000000.0,-23.49304692890866,-4.257128016563447
4576666666.666667,-22.14334535143159,-4.1035172121937045
4673333333.333334,-20.159334679699125,-3.9543753161583095
4770000000.0,-18.054279231309163,-3.7729685000439823
4866666666.666667,-16.266660405338108,-3.6121157389826313
4963333333.333334,-14.679722092092117,-3.4364594305589984
5060000000.0,-13.399338697892214,-3.302777390292379
5156666666.666667,-12.297083323810348,-3.1736716563384486
5253333333.333334,-11.451408032504482,-3.107071474097453
5350000000.0,-10.757383512198125,-3.059757650337734
5446666666.666667,-10.290255422374383,-3.0843052578706738
5543333333.333334,-9.953743001394798,-3.1313492386001585
5640000000.0,-9.818240601530544,-3.241145078104009
5736666666.666667,-9.793250146973659,-3.3651259574595405
5833333333.333334,-9.942532349729497,-3.52670481622835
5930000000.0,-10.189002220967676,-3.6902393647382263
6026666666.666667,-10.58896898891371,-3.8592233585136135
6123333333.333334,-11.090050573479415,-4.0217439146541665
6220000000.0,-11.740746256398262,-4.158842178128121
6316666666.666667,-12.526163261806769,-4.2872985110073785
6413333333.333334,-13.491499857817333,-4.365557189065054
6510000000.0,-14.68161733125114,-4.437277706964238
6606666666.666667,-16.164941827259682,-4.442713908476886
6703333333.333334,-18.12096883269279,-4.445001853138363
6800000000.0,-20.79571907791155,-4.375245934670081
6896666666.666667,-25.021806583871875,-4.305714859363908
6993333333.333334,-33.06297059345191,-4.170003867337392
7090000000.0,-30.845456927884435,-4.03938504087919
7186666666.666667,-23.37083196084231,-3.8612346655024226
7283333333.333334,-19.04320505010625,-3.698665261278962
7380000000.0,-16.138560916876628,-3.5204675819465243
7476666666.666667,-13.917622541989328,-3.377742164780316
7573333333.333334,-12.232622849012088,-3.2611506374990533
7670000000.0,-10.887088818790158,-3.2058716450228646
7766666666.666667,-9.88643638486313,-3.2151745736457196
7863333333.333334,-9.130112796324632,-3.3017572126534693
7960000000.0,-8.643045216115368,-3.467790686270763
8056666666.666667,-8.34622636274901,-3.700696224282975
8153333333.333334,-8.258199398390424,-3.9972172564207713
8250000000.0,-8.309631924658724,-4.327512885500585
8346666666.666667,-8.513024751268858,-4.690449971699676
8443333333.333334,-8.813584640506509,-5.0497144301110986
8540000000.0,-9.220665133771481,-5.414326346519449
8636666666.666668,-9.696558190733924,-5.74574659960216
8733333333.333334,-10.245130941010274,-6.065870171363002
8830000000.0,-10.841835347112369,-6.333158165714523
8926666666.666668,-11.47797836719304,-6.581302721965956
9023333333.333334,-12.131073272813238,-6.764854231216216
9120000000.0,-12.767345355437175,-6.92603681240099
9216666666.666668,-13.347123004799979,-7.016894062601811
9313333333.333334,-13.800388097260171,-7.083459441069322
9410000000.0,-14.0667847826079,-7.079002165994441
9506666666.666668,-14.079751642174205,-7.047990027884393
9603333333.333334,-13.827327970440283,-6.94984048983814
9700000000.0,-13.333400316632218,-6.8226797330110935
9796666666.666668,-12.66625300470206,-6.636736231101002
9893333333.333334,-11.897675074222088,-6.420911399853555
9990000000.0,-11.094843534894714,-6.1596667571185835
10086666666.666668,-10.305378127537475,-5.872330463338626
10183333333.333334,-9.570383424381395,-5.559385517468347
10280000000.0,-8.913492115733893,-5.232376703114273
10376666666.666668,-8.367373226343721,-4.907644518354087
10473333333.333334,-7.945362864306152,-4.590559198916839
10570000000.0,-7.68325122616781,-4.309816170600201
10666666666.666668,-7.586830878098425,-4.062395135898525
10763333333.333334,-7.693937740978974,-3.880762831529431
