Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.506995151739368,-4.428294996652261
1096666666.6666667,-17.48998784714674,-4.437329040646346
1193333333.3333333,-18.842962519301697,-4.5817708991065755
1290000000.0,-19.89806023190107,-4.567898334130832
1386666666.6666667,-21.072030131289434,-4.610488048279015
1483333333.3333335,-21.500664931440344,-4.576468794652787
1580000000.0,-21.507482114376376,-4.513326687049478
1676666666.6666667,-20.574322459042264,-4.458259546874418
1773333333.3333335,-19.451603469451854,-4.303357771224237
1870000000.0,-18.02904685036651,-4.225287774315565
1966666666.6666667,-16.750334081192687,-4.007899109899215
2063333333.3333335,-15.484255863122767,-3.9097730315242636
2160000000.0,-14.393172507057985,-3.6709526293176302
2256666666.666667,-13.3942213797887,-3.566730185606355
2353333333.3333335,-12.554213072935791,-3.3543930967175104
2450000000.0,-11.825158131001,-3.2703743350326198
2546666666.666667,-11.255216069818685,-3.1306620944630845
2643333333.3333335,-10.796782296413452,-3.0973792780351777
2740000000.0,-10.50585102583302,-3.0609598565919853
2836666666.666667,-10.318503637317363,-3.097197707150603
2933333333.3333335,-10.298285037086863,-3.1664279062039387
3030000000.0,-10.37188117320099,-3.267002065849386
3126666666.666667,-10.596528894179851,-3.4151908096404715
3223333333.3333335,-10.913281668322652,-3.5535747176829613
3320000000.0,-11.354865114160319,-3.7384909397649277
3416666666.666667,-11.905014415942611,-3.8802187000096806
3513333333.3333335,-12.556098487966846,-4.060204313918438
3610000000.0,-13.357286278559426,-4.1748788315631815
3706666666.666667,-14.253946458838954,-4.317800442767952
3803333333.3333335,-15.376213239728894,-4.384282409235806
3900000000.0,-16.629805288395275,-4.469358737453508
3996666666.666667,-18.241863128953973,-4.476129301693737
4093333333.3333335,-20.08787844284295,-4.492764113784103
4190000000.0,-22.455784063276898,-4.436906676258488
4286666666.666667,-24.758325413923853,-4.383862825109213
4383333333.333334,-25.785725468732437,-4.270754034095786
4480000000.0,-23.928610071149244,-4.15674357893372
4576666666.666667,-21.205753896974397,-4.001462034526766
4673333333.333334,-18.681742172104258,-3.8469104277241546
4770000000.0,-16.61148225012527,-3.6764984865343897
4866666666.666667,-14.887307156299137,-3.51473738486549
4963333333.333334,-13.486410410163067,-3.3684446585270953
5060000000.0,-12.331595123777738,-3.2421092102229396
5156666666.666667,-11.423503058239826,-3.1637627255964125
5253333333.333334,-10.714592676311469,-3.1115502253332954
5350000000.0,-10.222032837335473,-3.1311529589116986
5446666666.666667,-9.898963022690864,-3.168011729239933
5543333333.333334,-9.775157008705975,-3.2829496672754157
5640000000.0,-9.792867477043725,-3.3897818201334466
5736666666.666667,-9.997574888591137,-3.563405457863758
5833333333.333334,-10.324965413919022,-3.6975778248459132
5930000000.0,-10.840594808981521,-3.876431168872933
6026666666.666667,-11.489599126004471,-3.991717655621682
6123333333.333334,-12.362458155099736,-4.124487097990425
6220000000.0,-13.44583063868525,-4.183938077520077
6316666666.666667,-14.879496225265799,-4.231827563110702
6413333333.333334,-16.783748817313267,-4.21139720880631
6510000000.0,-19.496220368913583,-4.152987456453338
6606666666.666667,-23.650335793766708,-4.044243170467344
6703333333.333334,-27.72356167437845,-3.883493448686532
6800000000.0,-22.974610130654366,-3.7065276402365432
6896666666.666667,-17.768408514253007,-3.4945214874338064
6993333333.333334,-14.093144419240751,-3.332077921825436
7090000000.0,-11.362948556187549,-3.2070390434693854
7186666666.666667,-9.291332884650497,-3.242762884113038
7283333333.333334,-7.770390921425512,-3.4282717575711747
7380000000.0,-6.724008087544366,-3.86821527586076
7476666666.666667,-6.101141629184884,-4.4898623278716165
7573333333.333334,-5.805391172045646,-5.327832281977378
7670000000.0,-5.770731899538564,-6.2482646124752055
7766666666.666667,-5.8932997336824045,-7.27642443354502
7863333333.333334,-6.140520204005005,-8.277897547607445
7960000000.0,-6.433586478930716,-9.317963101728013
8056666666.666667,-6.778162994263715,-10.274206249273334
8153333333.333334,-7.114442107366504,-11.242128849269113
8250000000.0,-7.466376453802482,-12.111545911853213
8346666666.666667,-7.785876790005801,-12.976681342195079
8443333333.333334,-8.098734322491403,-13.758748158296292
8540000000.0,-8.368518005534977,-14.511002178025604
8636666666.666668,-8.612922979676163,-15.219648521687862
8733333333.333334,-8.810103100087694,-15.857427976783914
8830000000.0,-8.965165838785564,-16.50706217082854
8926666666.666668,-9.073114158130341,-17.03560994081842
9023333333.333334,-9.126433826320923,-17.633832525619823
9120000000.0,-9.136807023887352,-18.066216923862452
9216666666.666668,-9.086996631738572,-18.610900127954796
9313333333.333334,-9.002071007888768,-18.967812602153366
9410000000.0,-8.859245414034875,-19.448114263268593
9506666666.666668,-8.691236779518562,-19.754875714761205
9603333333.333334,-8.473946092581581,-20.155689903795743
9700000000.0,-8.241237708716302,-20.436959953925022
9796666666.666668,-7.971308967589305,-20.745241009036484
9893333333.333334,-7.693699823746661,-21.018564219408567
9990000000.0,-7.3916503618914895,-21.229008442062565
10086666666.666668,-7.086976223843844,-21.500342283352744
10183333333.333334,-6.769545018559211,-21.619009338849068
10280000000.0,-6.452153611659072,-21.88069372039734
10376666666.666668,-6.131712842758212,-21.924836971616095
10473333333.333334,-5.8123663521204385,-22.157960931452237
10570000000.0,-5.497420714161569,-22.152221046211938
10666666666.666668,-5.183818164684566,-22.331982254757108
10763333333.333334,-4.879902192251769,-22.301960828265365
10860000000.0,-4.57737895488525,-22.404537660305934
10956666666.666668,-4.2878822725116486,-22.369862492102868
11053333333.333334,-4.00006096089509,-22.378669389641864
11150000000.0,-3.7269207629563224,-22.34746942283751
11246666666.666668,-3.4562299053930072,-22.256910652174756
11343333333.333334,-3.2004126365703742,-22.223377802479433
11440000000.0,-2.9484710962221694,-22.03923128210002
11536666666.666668,-2.7103730442306526,-21.984795041626807
11633333333.333334,-2.478251268317972,-21.72092615632383
11730000000.0,-2.258040325070556,-21.61890102864905
11826666666.666668,-2.046465500055136,-21.29143992367727
