Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.162158734770784,-4.470834909074545
1096666666.6666667,-17.099822543553135,-4.50302665696527
1193333333.3333333,-18.197916397008488,-4.64512259329674
1290000000.0,-19.162756796569855,-4.637831502494915
1386666666.6666667,-20.049973688920453,-4.693555113161366
1483333333.3333335,-20.51775555528934,-4.648434199530677
1580000000.0,-20.547264184943266,-4.611739856695337
1676666666.6666667,-19.951387535591422,-4.531408712852568
1773333333.3333335,-19.053024879466214,-4.409403133470765
1870000000.0,-17.886425696442764,-4.2985303848377505
1966666666.6666667,-16.722649768368605,-4.111141740725802
2063333333.3333335,-15.582244023695175,-3.979795465661025
2160000000.0,-14.508580699042831,-3.7592542357983287
2256666666.666667,-13.578954389008748,-3.62661619243318
2353333333.3333335,-12.700317744574285,-3.415690857948049
2450000000.0,-12.019530889261524,-3.3105839076279766
2546666666.666667,-11.378510199345238,-3.1560424893957704
2643333333.3333335,-10.959721674576734,-3.1098927665215275
2740000000.0,-10.581499588844913,-3.04887199769872
2836666666.666667,-10.429732861286514,-3.080994873336211
2933333333.3333335,-10.318916338075905,-3.1250513036465
3030000000.0,-10.424941111056274,-3.230428436962213
3126666666.666667,-10.563281090576986,-3.3602018271521645
3223333333.3333335,-10.906838035591889,-3.5114042305931465
3320000000.0,-11.266817311105381,-3.6873883302121024
3416666666.666667,-11.832226173389538,-3.848501427278388
3513333333.3333335,-12.398445882415052,-4.027887374052385
3610000000.0,-13.19254333084055,-4.167451012376416
3706666666.666667,-13.980862759891641,-4.315391856465586
3803333333.3333335,-15.049093810473401,-4.411693025260809
3900000000.0,-16.121809584589442,-4.504858064852799
3996666666.666667,-17.561363843801637,-4.545591532025633
4093333333.3333335,-19.01044877354356,-4.571881103913393
4190000000.0,-20.879422610241395,-4.5523139570325215
4286666666.666667,-22.389695774924423,-4.509620294301741
4383333333.333334,-23.50715836560836,-4.431698100550788
4480000000.0,-22.675001581193747,-4.327493491877929
4576666666.666667,-21.128342823764378,-4.200517922513191
4673333333.333334,-18.969483211351648,-4.0522155087752445
4770000000.0,-17.23777296404149,-3.8946457750488133
4866666666.666667,-15.528443003420758,-3.7298155912821915
4963333333.333334,-14.249839038805753,-3.5700833507258833
5060000000.0,-13.043628626417217,-3.424094445248862
5156666666.666667,-12.18012928285425,-3.2966394549985383
5253333333.333334,-11.401153142096392,-3.2041388746913397
5350000000.0,-10.908786130280198,-3.138015918162698
5446666666.666667,-10.514467369407697,-3.1185113981172767
5543333333.333334,-10.369594176535157,-3.1225262937699343
5640000000.0,-10.333371371853396,-3.1687438419350618
5736666666.666667,-10.51924693313201,-3.22510071977099
5833333333.333334,-10.826416481093188,-3.3051840081284203
5930000000.0,-11.338750322000239,-3.3779242702350327
6026666666.666667,-12.00061018048232,-3.4500061467988257
6123333333.333334,-12.854458210582713,-3.5005870051106154
6220000000.0,-13.89312791727691,-3.5286466939966754
6316666666.666667,-15.007559298031975,-3.5291037686779725
6413333333.333334,-16.09367686898439,-3.494745559472009
6510000000.0,-16.438101345977262,-3.4387872974919267
6606666666.666667,-15.78266771369739,-3.3538129660542797
6703333333.333334,-14.032623113155845,-3.2733616403354517
6800000000.0,-12.02494050961006,-3.2006275266248068
6896666666.666667,-10.060580744221328,-3.1903403128132872
6993333333.333334,-8.368739536427487,-3.262571855428622
7090000000.0,-6.998538884437871,-3.4778201699977576
7186666666.666667,-5.958833443723558,-3.8505725799809776
7283333333.333334,-5.256425834668789,-4.402956875616554
7380000000.0,-4.8309913305628935,-5.109678808994335
7476666666.666667,-4.657144245925402,-5.940819270452865
7573333333.333334,-4.648153035174955,-6.852389078815371
7670000000.0,-4.786316215280062,-7.803101082345824
7766666666.666667,-4.991607670369892,-8.765651627814947
7863333333.333334,-5.27846317837691,-9.711850558194264
7960000000.0,-5.5721832200385855,-10.633115151590314
8056666666.666667,-5.918881574451308,-11.515190899660084
8153333333.333334,-6.237842482524058,-12.356356193212104
8250000000.0,-6.599899967476441,-13.154514728285054
8346666666.666667,-6.91361320805585,-13.904228858182845
8443333333.333334,-7.265523263203564,-14.616367967719015
8540000000.0,-7.557311429996986,-15.274923675008266
8636666666.666668,-7.87943083109231,-15.90513457567889
8733333333.333334,-8.136906702630457,-16.477377169309968
8830000000.0,-8.410101058671884,-17.030925441606733
8926666666.666668,-8.62095817425596,-17.523272632473436
9023333333.333334,-8.825753076653214,-18.00451161416318
9120000000.0,-8.97704590628137,-18.424046199072553
9216666666.666668,-9.095753105393104,-18.835585310805893
9313333333.333334,-9.175749752436888,-19.189503629081116
9410000000.0,-9.196505558787331,-19.532276107811576
9506666666.666668,-9.198072842183937,-19.827373247980177
9603333333.333334,-9.118695108429174,-20.10096121773989
9700000000.0,-9.041964353787511,-20.343134240102412
9796666666.666668,-8.871379699684972,-20.546339375384726
9893333333.333334,-8.72386761622873,-20.73966710390583
9990000000.0,-8.479941308482166,-20.87138055255459
10086666666.666668,-8.273970548248432,-21.017362348587746
10183333333.333334,-7.979000249422028,-21.077037930262186
10280000000.0,-7.728267399261791,-21.173666872085587
10376666666.666668,-7.404364448768015,-21.16170604951909
10473333333.333334,-7.121411281689385,-21.20291787447374
10570000000.0,-6.78735367550476,-21.120383889915143
10666666666.666668,-6.482553393032427,-21.095624745866278
10763333333.333334,-6.152341755229582,-20.943456735378135
10860000000.0,-5.834011165537318,-20.837548533553516
10956666666.666668,-5.516685542463207,-20.61457129270538
11053333333.333334,-5.191588915992368,-20.4076585665503
11150000000.0,-4.891753913296688,-20.10783741884072
11246666666.666668,-4.565585975236565,-19.774686000770075
11343333333.333334,-4.284229241676374,-19.382833002086997
11440000000.0,-3.9618753980395867,-18.89053329563491
11536666666.666668,-3.6973438492414945,-18.375568155002387
11633333333.333334,-3.383128223395804,-17.677631700159257
11730000000.0,-3.132479625531972,-16.980622012377903
11826666666.666668,-2.8315566302540764,-16.002171338643187
11923333333.333334,-2.594782431766398,-15.011935464238658
12020000000.0,-2.3233052442648123,-13.613213480789948
12116666666.666668,-2.131637247221475,-12.110519279790674
12213333333.333334,-2.0105295658009816,-10.010721537841224
12310000000.0,-2.2694239525337525,-7.638769105606366
12406666666.666668,-4.09561510845659,-4.936481578368906
12503333333.333334,-11.337628629597178,-4.24264055714429
12600000000.0,-8.61289943800789,-6.446676502668277
12696666666.666668,-4.9064714307638395,-9.466971913371584
12793333333.333334,-3.3979171353989712,-11.99939725652526
12890000000.0,-2.636648662703314,-14.116744200435305
12986666666.666668,-2.1199385972346456,-15.884048655909151
13083333333.333334,-1.7763949531565721,-17.325423993248418
13180000000.0,-1.48555613953556,-18.65833256112577
13276666666.666668,-1.2679392768560152,-19.672929518763766
13373333333.333334,-1.067636265618132,-20.737470020623824
13470000000.0,-0.9089120740380102,-21.45516493908569
13566666666.666668,-0.7595965116160177,-22.323641450260567
13663333333.333334,-0.638471905045614,-22.821655070466246
13760000000.0,-0.5257855729516405,-23.521681825095598
13856666666.666668,-0.43531572353099596,-23.852025409886764
13953333333.333334,-0.35489819547116686,-24.39010712359494
14050000000.0,-0.2949779925345383,-24.58948617225282
14146666666.666668,-0.24878666950204367,-24.964778856429316
14243333333.333334,-0.22495605874564897,-25.058432025479007
