time_s,I1_A
1.31543868623e-12,0.0111746478737
2.63020105437e-12,0.0014656745817
3.94496342251e-12,-2.88755597211e-05
5.25972579066e-12,-2.30477450458e-06
6.5744881588e-12,-8.41134237817e-07
7.88925052694e-12,-2.32933132338e-09
9.20401289508e-12,-0.540877636013
1.05187752632e-11,-0.109048676222
1.18335376314e-11,-0.193297796613
1.31482999995e-11,-0.301172781292
1.44630623676e-11,-0.40692730181
1.57778247358e-11,-0.458629983768
1.70925871039e-11,-0.382062535209
1.84073494721e-11,-0.995577011054
1.97221118402e-11,0.0438159531768
2.10368742084e-11,0.0121849216157
2.23516365765e-11,0.021493226086
2.36663989446e-11,0.0307146074192
2.49811613128e-11,0.0380214987672
2.62959236809e-11,0.0419382486143
2.76106860491e-11,0.0418242198066
2.89254484172e-11,0.0038037833292
3.02402107853e-11,0.00317273734254
3.15549731535e-11,0.00243759677687
3.28697355216e-11,0.00173221833393
3.41844978898e-11,0.00114457898235
3.54992602579e-11,0.00709078358341
3.68140226261e-11,0.00417784622186
3.81287849942e-11,0.0023982595394
3.94435473623e-11,0.0001390361831
4.07583097305e-11,0.00084796658939
4.20730720986e-11,0.00055864359183
4.33878344668e-11,0.0003962222479
4.47025968349e-11,0.000295135066608
4.6017359203e-11,0.000224977100061
4.73321215712e-11,0.000172669473386
4.86468839393e-11,0.000132600177949
4.99616463075e-11,1.02030654148e-05
5.12764086756e-11,7.87245824085e-05
5.25911710437e-11,6.09560473208e-05
5.39059334119e-11,4.7409407955e-05
5.522069578e-11,3.70814348116e-05
5.65354581482e-11,2.9207409824e-05
5.78502205163e-11,2.32043042558e-05
5.91649828845e-11,1.862753507e-06
6.04797452526e-11,1.51382231195e-06
6.17945076207e-11,1.24779777622e-06
6.31092699889e-11,1.0449813459e-06
6.4424032357e-11,8.90354634464e-06
6.57387947252e-11,7.72467068089e-06
6.70535570933e-11,6.82589718082e-06
6.83683194614e-11,6.14067907634e-06
6.96830818296e-11,5.61827118162e-07
7.09978441977e-11,5.21998888559e-07
7.23126065659e-11,4.91633755928e-07
7.3627368934e-11,4.68483474236e-07
7.49421313022e-11,4.50833770316e-07
7.62568936703e-11,4.37377734031e-07
7.75716560384e-11,4.27118740376e-07
7.88864184066e-11,4.19297352394e-08
8.02011807747e-11,4.13334433347e-08
8.15159431429e-11,4.08788203288e-08
8.2830705511e-11,4.05322087005e-08
8.41454678791e-11,4.02679756206e-08
8.54602302473e-11,4.00665189915e-08
8.67749926154e-11,3.99129174156e-08
8.80897549836e-11,3.97958377363e-08
8.94045173517e-11,3.97065491597e-09
9.07192797199e-11,3.96384969292e-09
9.2034042088e-11,3.95866051051e-09
9.33488044561e-11,3.95470278747e-09
9.46635668243e-11,3.95169497125e-09
9.59783291924e-11,3.94937949011e-09
9.72930915606e-11,3.94764665401e-09
9.86078539287e-11,3.94630683687e-09
9.99226162968e-11,0.394527521763
1.01237378665e-10,0.39445193778
1.02552141033e-10,0.394391674874
1.03866903401e-10,0.394348509403
1.05181665769e-10,0.394315646801
1.06496428138e-10,0.394283272698
1.07811190506e-10,0.394262444914
1.09125952874e-10,0.394251653546
1.10440715242e-10,0.3942494331
1.1175547761e-10,0.3942494331
1.13070239978e-10,0.3942494331
1.14385002346e-10,0.3942494331
1.15699764715e-10,0.3942494331
1.17014527083e-10,0.3942494331
1.18329289451e-10,0.3942494331
1.19644051819e-10,0.3942494331
1.20958814187e-10,0.3942494331
1.22273576555e-10,0.3942494331
1.23588338923e-10,0.3942494331
1.24903101292e-10,0.3942494331
1.2621786366e-10,0.3942494331
1.27532626028e-10,0.3942494331
1.28847388396e-10,0.3942494331
1.30162150764e-10,0.3942494331
1.31476913132e-10,0.3942494331
1.327916755e-10,0.3942494331
1.34106437869e-10,0.3942494331
1.35421200237e-10,0.3942494331
1.36735962605e-10,0.3942494331
1.38050724973e-10,0.3942494331
1.39365487341e-10,0.3942494331
1.40680249709e-10,0.3942494331
1.41995012077e-10,0.3942494331
1.43309774446e-10,0.3942494331
1.44624536814e-10,0.3942494331
1.45939299182e-10,0.3942494331
1.4725406155e-10,0.3942494331
1.48568823918e-10,0.3942494331
1.49883586286e-10,0.3942494331
1.51198348654e-10,0.3942494331
1.52513111022e-10,0.3942494331
1.53827873391e-10,0.3942494331
1.55142635759e-10,0.3942494331
1.56457398127e-10,0.3942494331
1.57772160495e-10,0.3942494331
1.59086922863e-10,0.3942494331
1.60401685231e-10,0.3942494331
1.61716447599e-10,0.3942494331
1.63031209968e-10,0.3942494331
1.64345972336e-10,0.3942494331
1.65660734704e-10,0.3942494331
1.66975497072e-10,0.3942494331
1.6829025944e-10,0.3942494331
1.69605021808e-10,0.3942494331
1.70919784176e-10,0.3942494331
1.72234546545e-10,0.3942494331
1.73549308913e-10,0.3942494331
1.74864071281e-10,0.3942494331
1.76178833649e-10,0.3942494331
1.77493596017e-10,0.3942494331
1.78808358385e-10,0.3942494331
1.80123120753e-10,0.3942494331
1.81437883122e-10,0.3942494331
1.8275264549e-10,0.3942494331
1.84067407858e-10,0.3942494331
1.85382170226e-10,0.3942494331
1.86696932594e-10,0.3942494331
1.88011694962e-10,0.3942494331
1.8932645733e-10,0.3942494331
1.90641219699e-10,0.3942494331
1.91955982067e-10,0.3942494331
1.93270744435e-10,0.3942494331
1.94585506803e-10,0.3942494331
1.95900269171e-10,0.3942494331
1.97215031539e-10,0.3942494331
1.98529793907e-10,0.3942494331
1.99844556276e-10,0.03942494331
2.01159318644e-10,0.03942494331
2.02474081012e-10,0.03942494331
2.0378884338e-10,0.03942494331
2.05103605748e-10,0.03942494331
2.06418368116e-10,0.03942494331
2.07733130484e-10,0.03942494331
2.09047892853e-10,0.03942494331
2.10362655221e-10,0.03942494331
2.11677417589e-10,0.03942494331
2.12992179957e-10,0.03942494331
2.14306942325e-10,0.03942494331
2.15621704693e-10,0.03942494331
2.16936467061e-10,0.03942494331
2.1825122943e-10,0.03942494331
2.19565991798e-10,0.03942494331
2.20880754166e-10,0.03942494331
2.22195516534e-10,0.03942494331
2.23510278902e-10,0.03942494331
2.2482504127e-10,0.03942494331
2.26139803638e-10,0.03942494331
2.27454566007e-10,0.03942494331
2.28769328375e-10,0.03942494331
2.30084090743e-10,0.03942494331
2.31398853111e-10,0.03942494331
2.32713615479e-10,0.03942494331
2.34028377847e-10,0.03942494331
2.35343140215e-10,0.03942494331
2.36657902584e-10,0.03942494331
2.37972664952e-10,0.03942494331
2.3928742732e-10,0.03942494331
2.40602189688e-10,0.03942494331
2.41916952056e-10,0.03942494331
2.43231714424e-10,0.03942494331
2.44546476792e-10,0.03942494331
2.45861239161e-10,0.03942494331
2.47176001529e-10,0.03942494331
2.48490763897e-10,0.03942494331
2.49805526265e-10,0.03942494331
2.51120288633e-10,0.03942494331
2.52435051001e-10,0.03942494331
2.53749813369e-10,0.03942494331
2.55064575738e-10,0.03942494331
2.56379338106e-10,0.03942494331
2.57694100474e-10,0.03942494331
2.59008862842e-10,0.03942494331
2.6032362521e-10,0.03942494331
2.61638387578e-10,0.03942494331
2.62953149946e-10,0.03942494331
2.64267912315e-10,0.03942494331
2.65582674683e-10,0.03942494331
2.66897437051e-10,0.03942494331
2.68212199419e-10,0.03942494331
2.69526961787e-10,0.03942494331
2.70841724155e-10,0.03942494331
2.72156486523e-10,0.03942494331
2.73471248892e-10,0.03942494331
2.7478601126e-10,0.03942494331
2.76100773628e-10,0.03942494331
2.77415535996e-10,0.03942494331
2.78730298364e-10,0.03942494331
2.80045060732e-10,0.03942494331
2.813598231e-10,0.03942494331
2.82674585469e-10,0.03942494331
2.83989347837e-10,0.03942494331
2.85304110205e-10,0.03942494331
2.86618872573e-10,0.03942494331
2.87933634941e-10,0.03942494331
2.89248397309e-10,0.03942494331
2.90563159677e-10,0.03942494331
2.91877922045e-10,0.03942494331
2.93192684414e-10,0.03942494331
2.94507446782e-10,0.03942494331
2.9582220915e-10,0.03942494331
2.97136971518e-10,0.03942494331
2.98451733886e-10,0.03942494331
2.99766496254e-10,0.003942494331
3.01081258622e-10,0.003942494331
3.02396020991e-10,0.003942494331
3.03710783359e-10,0.003942494331
3.05025545727e-10,0.003942494331
3.06340308095e-10,0.003942494331
3.07655070463e-10,0.003942494331
3.08969832831e-10,0.003942494331
3.10284595199e-10,0.003942494331
3.11599357568e-10,0.003942494331
3.12914119936e-10,0.003942494331
3.14228882304e-10,0.003942494331
3.15543644672e-10,0.003942494331
3.1685840704e-10,0.003942494331
3.18173169408e-10,0.003942494331
3.19487931776e-10,0.003942494331
3.20802694145e-10,0.003942494331
3.22117456513e-10,0.003942494331
3.23432218881e-10,0.003942494331
3.24746981249e-10,0.003942494331
3.26061743617e-10,0.003942494331
3.27376505985e-10,0.003942494331
3.28691268353e-10,0.003942494331
3.30006030722e-10,0.003942494331
3.3132079309e-10,0.003942494331
3.32635555458e-10,0.003942494331
3.33950317826e-10,0.003942494331
3.35265080194e-10,0.003942494331
3.36579842562e-10,0.003942494331
3.3789460493e-10,0.003942494331
3.39209367299e-10,0.003942494331
3.40524129667e-10,0.003942494331
3.41838892035e-10,0.003942494331
3.43153654403e-10,0.003942494331
3.44468416771e-10,0.003942494331
3.45783179139e-10,0.003942494331
3.47097941507e-10,0.003942494331
3.48412703876e-10,0.003942494331
3.49727466244e-10,0.003942494331
3.51042228612e-10,0.003942494331
3.5235699098e-10,0.003942494331
3.53671753348e-10,0.003942494331
3.54986515716e-10,0.003942494331
3.56301278084e-10,0.003942494331
3.57616040453e-10,0.003942494331
3.58930802821e-10,0.003942494331
3.60245565189e-10,0.003942494331
3.61560327557e-10,0.003942494331
3.62875089925e-10,0.003942494331
3.64189852293e-10,0.003942494331
3.65504614661e-10,0.003942494331
3.6681937703e-10,0.003942494331
3.68134139398e-10,0.003942494331
3.69448901766e-10,0.003942494331
3.70763664134e-10,0.003942494331
3.72078426502e-10,0.003942494331
3.7339318887e-10,0.003942494331
3.74707951238e-10,0.003942494331
3.76022713607e-10,0.003942494331
3.77337475975e-10,0.003942494331
3.78652238343e-10,0.003942494331
3.79967000711e-10,0.003942494331
3.81281763079e-10,0.003942494331
3.82596525447e-10,0.003942494331
3.83911287815e-10,0.003942494331
3.85226050184e-10,0.003942494331
3.86540812552e-10,0.003942494331
3.8785557492e-10,0.003942494331
3.89170337288e-10,0.003942494331
3.90485099656e-10,0.003942494331
3.91799862024e-10,0.003942494331
3.93114624392e-10,0.003942494331
3.94429386761e-10,0.003942494331
3.95744149129e-10,0.003942494331
3.97058911497e-10,0.003942494331
3.98373673865e-10,0.003942494331
3.99688436233e-10,0.0003942494331
4.01003198601e-10,0.0003942494331
4.02317960969e-10,0.0003942494331
4.03632723338e-10,0.0003942494331
