Frequency_Hz,S11_dB,S21_dB
1000000000.0,-16.68883235974605,-4.309540628653654
1096666666.6666667,-18.040747427442028,-4.304886269253565
1193333333.3333333,-19.422737773199866,-4.453334332479293
1290000000.0,-21.138790093814265,-4.417188096980761
1386666666.6666667,-22.5212112967394,-4.480261361865411
1483333333.3333335,-23.58232418359193,-4.418683799422148
1580000000.0,-23.444648924354397,-4.387571948322434
1676666666.6666667,-22.072698051515268,-4.306309237062717
1773333333.3333335,-20.53966890858745,-4.187352602075295
1870000000.0,-18.669112426755504,-4.092434485647326
1966666666.6666667,-17.199612525096992,-3.9069529890510064
2063333333.3333335,-15.733383499654165,-3.8077128123219257
2160000000.0,-14.544320921880674,-3.590615348266664
2256666666.666667,-13.482622930411896,-3.5033239519971557
2353333333.3333335,-12.562261406825755,-3.2991066152669872
2450000000.0,-11.842266267192528,-3.24722132425014
2546666666.666667,-11.18443564658316,-3.10151689441774
2643333333.3333335,-10.771576903557536,-3.108568766242139
2740000000.0,-10.376984969703392,-3.054431460635951
2836666666.666667,-10.250782463658116,-3.1312888781463877
2933333333.3333335,-10.108757957139332,-3.1765418616928427
3030000000.0,-10.24729981837382,-3.312480175756879
3126666666.666667,-10.330733625568758,-3.438122118790035
3223333333.3333335,-10.70971919480966,-3.6044641121487597
3320000000.0,-10.986407196931793,-3.7757248803955825
3416666666.666667,-11.589871377093466,-3.938212866109324
3513333333.3333335,-12.039891764104924,-4.118508537797986
3610000000.0,-12.872450306746101,-4.248155410706521
3706666666.666667,-13.50268916668967,-4.407319012518408
3803333333.3333335,-14.601114473228822,-4.485055484924056
3900000000.0,-15.45415664520574,-4.601431783653019
3996666666.666667,-16.89824031217801,-4.618136918261037
4093333333.3333335,-18.03628114771595,-4.677849460527582
4190000000.0,-19.905596669580575,-4.63259507154032
4286666666.666667,-21.155151963972166,-4.628928681663137
4383333333.333334,-22.854903011330773,-4.527313309452349
4480000000.0,-22.546892751457047,-4.461243861347079
4576666666.666667,-21.903123543632557,-4.3146955616494225
4673333333.333334,-19.765292398268567,-4.196210020746389
4770000000.0,-18.237160439180617,-4.022597709879808
4866666666.666667,-16.333585928837348,-3.872019728987655
4963333333.333334,-15.089977825654303,-3.6966657452891276
