Frequency_Hz,S11_dB,S21_dB
1000000000.0,-15.84824729026409,-4.404687692605915
1096666666.6666667,-16.527168992362927,-4.505675198851882
1193333333.3333333,-17.49400269353013,-4.531035573880646
1290000000.0,-18.330781555991337,-4.664621987048566
1386666666.6666667,-18.86595405153153,-4.574157722859916
1483333333.3333335,-19.61140109960813,-4.63738737273769
1580000000.0,-19.49529064052654,-4.534613290679237
1676666666.6666667,-19.290492811936158,-4.446417597289776
1773333333.3333335,-18.7689748963194,-4.376483837139135
1870000000.0,-17.654318161734125,-4.160424661418272
1966666666.6666667,-16.85562254683343,-4.078644525671972
2063333333.3333335,-15.703131113386807,-3.8388550128360444
2160000000.0,-14.692311946559215,-3.685897432152162
2256666666.666667,-13.847491421766149,-3.5132030298440666
2353333333.3333335,-12.877853462044708,-3.304996777559832
2450000000.0,-12.247994926876839,-3.2169488768755103
2546666666.666667,-11.572474888405877,-3.0495975681188643
2643333333.3333335,-11.076030939826556,-3.017193633504779
2740000000.0,-10.764335416375337,-2.983708714486032
2836666666.666667,-10.459448514010605,-2.9936538130332724
2933333333.3333335,-10.419250349333748,-3.1023669218427923
3030000000.0,-10.404899115699157,-3.1759731985736583
3126666666.666667,-10.527708031810635,-3.355311865595778
3223333333.3333335,-10.814670865837812,-3.5100100725519523
3320000000.0,-11.087761758099168,-3.683448382393426
3416666666.666667,-11.58073940310479,-3.889169178239578
3513333333.3333335,-12.078056678016821,-4.03125931993303
3610000000.0,-12.67890783875387,-4.217011221012077
3706666666.666667,-13.461888542718372,-4.338703785793563
3803333333.3333335,-14.193804336384304,-4.445038894585155
3900000000.0,-15.234730617999407,-4.543010934703011
3996666666.666667,-16.27718073581451,-4.562088286238223
4093333333.3333335,-17.49382695216766,-4.6006817215246425
4190000000.0,-19.025041514230317,-4.56261658090555
4286666666.666667,-20.321083389057513,-4.507780274795184
4383333333.333334,-21.744068252503716,-4.4342938445294315
4480000000.0,-22.284909620916174,-4.293550065101975
4576666666.666667,-21.39031884333167,-4.176553665276969
4673333333.333334,-20.026456847845147,-3.997430094573663
